sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,configurable_variations,price,status,url_key
1140659775,Products,simple,Default Category,base,"STYLO FEUTRE EFFAÇABLE FRIXION FINELINER 1.3mm ""PILOT"" ""PILOT"" REF:","STYLO FEUTRE EFFAÇABLE FRIXION FINELINER 1.3mm ""PILOT"" ""PILOT"" REF:","Reliure intégrale permettant une pleine ouverture, idéal pour l'utilisation recto/verso des feuilles ! Couverture carte vernie. Papier Vélin Surfin 70g.",326,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,1.50,1,stylo-feutre-effaable-frixion-fineliner-13mm-pilot
1140659799,Products,simple,Default Category,base,"STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm BLEU ""PILOT"" REF: SW-FF-L ""PILOT"" REF:SW-FF-L","STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm BLEU ""PILOT"" REF: SW-FF-L ""PILOT"" REF:SW-FF-L","Touches de couleur détachables pour les jours de la semaine. 
 Reliure intégrale permettant une pleine ouverture, idéal pour l'utilisation recto/verso des feuilles !",15,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FF-L,color=Bleu",100,0,,1.50,1,stylo-feutre-effacable-frixion-fineliner-13mm-bleu
1140659739,Products,simple,Default Category,base,"STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm NOIR ""PILOT"" REF: SW-FF-B ""PILOT"" REF:SW-FF-B","STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm NOIR ""PILOT"" REF: SW-FF-B ""PILOT"" REF:SW-FF-B","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",331,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FF-B,color=Noir",100,0,,1.50,1,stylo-feutre-effacable-frixion-fineliner-13mm-noir
1140659733,Products,simple,Default Category,base,"STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm ROUGE ""PILOT"" REF: SW-FF-R ""PILOT"" REF:SW-FF-R","STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm ROUGE ""PILOT"" REF: SW-FF-R ""PILOT"" REF:SW-FF-R","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",333,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FF-R,color=Rouge",100,0,,1.50,1,stylo-feutre-effacable-frixion-fineliner-13mm-roug
1140659731,Products,simple,Default Category,base,"STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm VERT ""PILOT"" REF: SW-FF-G ""PILOT"" REF:SW-FF-G","STYLO FEUTRE EFFACABLE FRIXION FINELINER 1.3mm VERT ""PILOT"" REF: SW-FF-G ""PILOT"" REF:SW-FF-G","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",340,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FF-G,color=Vert",100,0,,1.50,1,stylo-feutre-effacable-frixion-fineliner-13mm-vert
1140659726,Products,simple,Default Category,base,"FEUTRE EFFAÇABLE FRIXION EN POCHETTE ""PILOT"" ""PILOT"" REF:","FEUTRE EFFAÇABLE FRIXION EN POCHETTE ""PILOT"" ""PILOT"" REF:","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",332,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,8.99,1,feutre-effaable-frixion-en-pochette-pilot-pilot-re
1140671622,Products,configurable,Default Category,base,"FEUTRE EFFAÇABLE FRIXION EN POCHETTE 06 COULEURS ""PILOT"" REF: SW-FC-S6 ""PILOT"" REF:SW-FC-S6","FEUTRE EFFAÇABLE FRIXION EN POCHETTE 06 COULEURS ""PILOT"" REF: SW-FC-S6 ""PILOT"" REF:SW-FC-S6","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",332,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FC-S6,capacity=06 COULEURS",100,0,"sku=1140659734,type=5X5|sku=1140659725,type=SEYES",8.99,1,feutre-effaable-frixion-en-pochette-06-couleurs-pi
1140659734,Products,simple,Default Category,base,"FEUTRE EFFAÇABLE FRIXION EN POCHETTE 12 COULEURS ""PILOT"" REF: SW-FC-S12 ""PILOT"" REF:SW-FC-S12","FEUTRE EFFAÇABLE FRIXION EN POCHETTE 12 COULEURS ""PILOT"" REF: SW-FC-S12 ""PILOT"" REF:SW-FC-S12","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",335,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FC-S12,capacity=12 COULEURS",100,0,,8.99,1,feutre-effaable-frixion-en-pochette-12-couleurs-pi
1140659725,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm JAUNE ""PILOT"" REF: SW-FL-Y ""PILOT"" REF:SW-FL-Y","SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm JAUNE ""PILOT"" REF: SW-FL-Y ""PILOT"" REF:SW-FL-Y","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",335,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-Y,color=Jaune",100,0,,1.99,1,surligneur-effacable-frixion-light-04mm-jaune-pilo
1140659737,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm ROSE ""PILOT"" REF: SW-FL-P ""PILOT"" REF:SW-FL-P","SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm ROSE ""PILOT"" REF: SW-FL-P ""PILOT"" REF:SW-FL-P","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",333,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-P,color=Rose",100,0,,1.99,1,surligneur-effacable-frixion-light-04mm-rose-pilot
1140659730,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm ORANGE ""PILOT"" REF: SW-FL-O ""PILOT"" REF:SW-FL-O","SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm ORANGE ""PILOT"" REF: SW-FL-O ""PILOT"" REF:SW-FL-O","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",674,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-O,color=Orange",100,0,,1.99,1,surligneur-effacable-frixion-light-04mm-orange-pil
1140659735,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm VERT ""PILOT"" REF: SW-FL-G ""PILOT"" REF:SW-FL-G","SURLIGNEUR EFFACABLE FRIXION LIGHT 04mm VERT ""PILOT"" REF: SW-FL-G ""PILOT"" REF:SW-FL-G","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",18,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-G,color=Vert",100,0,,1.99,1,surligneur-effacable-frixion-light-04mm-vert-pilot
1140659732,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm JAUNE PASTEL ""PILOT"" REF: SW-FL-SY ""PILOT"" REF:SW-FL-SY","SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm JAUNE PASTEL ""PILOT"" REF: SW-FL-SY ""PILOT"" REF:SW-FL-SY","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",675,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-SY,color=Jaune PASTEL",100,0,,1.99,1,surligneur-effacable-frixion-light-soft-04mm-jaune
1140671623,Products,configurable,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm ORANGE PASTEL ""PILOT"" REF: SW-FL-SO ""PILOT"" REF:SW-FL-SO","SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm ORANGE PASTEL ""PILOT"" REF: SW-FL-SO ""PILOT"" REF:SW-FL-SO","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",682,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-SO,color=Orange PASTEL",100,0,"sku=1140659602,type=5X5|sku=1140659728,type=SEYES",1.99,1,surligneur-effacable-frixion-light-soft-04mm-orang
1140659602,Products,simple,Default Category,base,"SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm ROSE PASTEL ""PILOT"" REF: SW-FL-SP ""PILOT"" REF:SW-FL-SP","SURLIGNEUR EFFACABLE FRIXION LIGHT SOFT 04mm ROSE PASTEL ""PILOT"" REF: SW-FL-SP ""PILOT"" REF:SW-FL-SP","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",685,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SW-FL-SP,color=Rose PASTEL",100,0,,1.99,1,surligneur-effacable-frixion-light-soft-04mm-rose-
1140659728,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm NOIR ""PILOT"" REF: BL-G2-7-B ""PILOT"" REF:BL-G2-7-B","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm NOIR ""PILOT"" REF: BL-G2-7-B ""PILOT"" REF:BL-G2-7-B","Couverture carte vernie. Papier Vélin Surfin 70 g. Certifié PEFC, pour la gestion durable des forêts.",674,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-B,color=Noir,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-noir-
1140659857,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU ""PILOT"" REF: BL-G2-7-L ""PILOT"" REF:BL-G2-7-L","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU ""PILOT"" REF: BL-G2-7-L ""PILOT"" REF:BL-G2-7-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",674,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-L,color=Bleu,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-bleu-
1140671624,Products,configurable,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm VERT ""PILOT"" REF: BL-G2-7-G ""PILOT"" REF:BL-G2-7-G","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm VERT ""PILOT"" REF: BL-G2-7-G ""PILOT"" REF:BL-G2-7-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",681,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-G,color=Vert,diameter=0.7mm",100,0,"sku=1140659861,color=BLEU|sku=1140659672,color=TRANSPARENT|sku=1140659859,color=JAUNE|sku=1140660146,color=MARRON|sku=1140659830,color=NOIR|sku=1140659860,color=ROUGE|sku=1140659671,color=VERT|sku=1140659670,color=VIOLET",2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-vert-
1140659861,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-R ""PILOT"" REF:BL-G2-7-R","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-R ""PILOT"" REF:BL-G2-7-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",674,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-R,color=Rouge,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-rouge
1140659672,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU TURQUOISE ""PILOT"" REF: BL-G2-7-LB ""PILOT"" REF:BL-G2-7-LB","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU TURQUOISE ""PILOT"" REF: BL-G2-7-LB ""PILOT"" REF:BL-G2-7-LB","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",687,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-LB,color=Bleu Turquoise,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-bleu--1
1140659859,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm ROSE ""PILOT"" REF: BL-G2-7-P ""PILOT"" REF:BL-G2-7-P","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm ROSE ""PILOT"" REF: BL-G2-7-P ""PILOT"" REF:BL-G2-7-P","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",686,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-P,color=Rose,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-rose-
1140660146,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm VIOLET ""PILOT"" REF: BL-G2-7-V ""PILOT"" REF:BL-G2-7-V","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm VIOLET ""PILOT"" REF: BL-G2-7-V ""PILOT"" REF:BL-G2-7-V","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",682,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-V,color=Violet,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-viole
1140659830,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU NUIT ""PILOT"" REF: BL-G2-7-BB ""PILOT"" REF:BL-G2-7-BB","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 0.7mm BLEU NUIT ""PILOT"" REF: BL-G2-7-BB ""PILOT"" REF:BL-G2-7-BB","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",15,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-BB,color=Bleu NUIT,diameter=0.7mm",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-07mm-bleu--2
1140659860,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ""PILOT"" ""PILOT"" REF:","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",556,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm
1140659671,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BLEU ""PILOT"" REF: BL-G2-7-XS-L ""PILOT"" REF:BL-G2-7-XS-L","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BLEU ""PILOT"" REF: BL-G2-7-XS-L ""PILOT"" REF:BL-G2-7-XS-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",556,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-L,color=Bleu",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-1
1140659670,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm NOIR ""PILOT"" REF: BL-G2-7-XS-B ""PILOT"" REF:BL-G2-7-XS-B","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm NOIR ""PILOT"" REF: BL-G2-7-XS-B ""PILOT"" REF:BL-G2-7-XS-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",558,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-B,color=Noir",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-2
1140659843,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-XS-R ""PILOT"" REF:BL-G2-7-XS-R","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-XS-R ""PILOT"" REF:BL-G2-7-XS-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",557,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-R,color=Rouge",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-3
1140671625,Products,configurable,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm VIOLET ""PILOT"" REF: BL-G2-7-XS-V ""PILOT"" REF:BL-G2-7-XS-V","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm VIOLET ""PILOT"" REF: BL-G2-7-XS-V ""PILOT"" REF:BL-G2-7-XS-V","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",557,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-V,color=Violet",100,0,"sku=1140659847,color=BLEU|sku=1140659848,color=TRANSPARENT|sku=1140659846,color=JAUNE|sku=1140659839,color=MARRON|sku=1140659840,color=NOIR|sku=1140659845,color=ORANGE|sku=1140659854,color=ROSE|sku=1140659605,color=ROUGE|sku=1140659668,color=VERT|sku=1140659603,color=VIOLET",2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-4
1140659847,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BORDEAUX ""PILOT"" REF: BL-G2-7-XS-DR ""PILOT"" REF:BL-G2-7-XS-DR","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BORDEAUX ""PILOT"" REF: BL-G2-7-XS-DR ""PILOT"" REF:BL-G2-7-XS-DR","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",72,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-DR,color=BORDEAUX",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-5
1140659848,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ROSE ""PILOT"" REF: BL-G2-7-XS-P ""PILOT"" REF:BL-G2-7-XS-P","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm ROSE ""PILOT"" REF: BL-G2-7-XS-P ""PILOT"" REF:BL-G2-7-XS-P","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",70,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-P,color=Rose",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-6
1140659846,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm VERT ""PILOT"" REF: BL-G2-7-XS-G ""PILOT"" REF:BL-G2-7-XS-G","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm VERT ""PILOT"" REF: BL-G2-7-XS-G ""PILOT"" REF:BL-G2-7-XS-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",72,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-G,color=Vert",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-7
1140659839,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BLEU TURQUOISE ""PILOT"" REF: BL-G2-7-XS-LB ""PILOT"" REF:BL-G2-7-XS-LB","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 PIXIE 0.7mm BLEU TURQUOISE ""PILOT"" REF: BL-G2-7-XS-LB ""PILOT"" REF:BL-G2-7-XS-LB","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",15,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-XS-LB,color=Bleu Turquoise",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-pixie-07mm-8
1140659840,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm BLEU ""PILOT"" REF: BL-G2-7-VA-L ""PILOT"" REF:BL-G2-7-VA-L","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm BLEU ""PILOT"" REF: BL-G2-7-VA-L ""PILOT"" REF:BL-G2-7-VA-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",97,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-VA-L,color=Bleu",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-victoria-0
1140659845,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm VERT ""PILOT"" REF: BL-G2-7-VA-G ""PILOT"" REF:BL-G2-7-VA-G","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm VERT ""PILOT"" REF: BL-G2-7-VA-G ""PILOT"" REF:BL-G2-7-VA-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",97,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-VA-G,color=Vert",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-victoria-0-1
1140659854,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-VA-R ""PILOT"" REF:BL-G2-7-VA-R","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm ROUGE ""PILOT"" REF: BL-G2-7-VA-R ""PILOT"" REF:BL-G2-7-VA-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",100,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-VA-R,color=Rouge",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-victoria-0-2
1140659605,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm NOIR ""PILOT"" REF: BL-G2-7-VA-B ""PILOT"" REF:BL-G2-7-VA-B","STYLO ROLLER RETRACTABLE A ENCRE GEL G2 VICTORIA 0.7mm NOIR ""PILOT"" REF: BL-G2-7-VA-B ""PILOT"" REF:BL-G2-7-VA-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",99,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-G2-7-VA-B,color=Noir",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-g2-victoria-0-3
1140659668,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm ""PILOT"" ""PILOT"" REF:","STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",98,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-b2-pages-07mm
1140659603,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm BLEU ""PILOT"" REF: BL-B2P-7-L-BG ""PILOT"" REF:BL-B2P-7-L-BG","STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm BLEU ""PILOT"" REF: BL-B2P-7-L-BG ""PILOT"" REF:BL-B2P-7-L-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",97,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-B2P-7-L-BG,color=Bleu",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-b2-pages-07mm-1
1140671627,Products,configurable,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm NOIR ""PILOT"" REF: BL-B2P-7-B-BG ""PILOT"" REF:BL-B2P-7-B-BG","STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm NOIR ""PILOT"" REF: BL-B2P-7-B-BG ""PILOT"" REF:BL-B2P-7-B-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",97,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-B2P-7-B-BG,color=Noir",100,0,"sku=1140659610,color=BLEU|sku=1140659609,color=JAUNE|sku=1140659629,color=ROUGE|sku=1140659607,color=VERT|sku=1140659669,color=VIOLET",2.50,1,stylo-roller-retractable-a-encre-gel-b2-pages-07mm-2
